	Species	Genes	Methylobacterium durans	Methylobacterium indicum	Methylobacterium phyllosphaerae	Methylobacterium radiodurans	Methylobacterium terrae	mean ZH-Score
1044	5	5	WP_109890304.1	WP_207180999.1	WP_043357345.1	WP_109951134.1	WP_109957724.1	2583.6895952380955
515	5	5	WP_109888393.1	WP_048428994.1	WP_043388809.1	WP_109950477.1	WP_109957341.1	2583.284825
1207	5	5	WP_109890857.1	WP_048430685.1	WP_051044822.1	WP_109950843.1	WP_109962232.1	2581.5129749999996
266	5	5	WP_109887325.1	WP_207182374.1	WP_075380293.1	WP_109951355.1	WP_109962020.1	2579.8466
1349	5	8	WP_109891358.1	WP_048428998.1,WP_207178516.1	WP_043351693.1,WP_043354888.1	WP_109949489.1	WP_109961268.1,WP_109961970.1	2571.759035
173	5	5	WP_109887030.1	WP_048426815.1	WP_043348324.1	WP_109951241.1	WP_109959771.1	2570.308618181818
2329	5	5	WP_109895744.1	WP_207181508.1	WP_236952792.1	WP_109952666.1	WP_109958622.1	2565.1518619047615
1387	5	5	WP_109891446.1	WP_207180631.1	WP_075379609.1	WP_109951160.1	WP_109961147.1	2564.0027611111113
2436	5	6	WP_109896317.1	WP_048427019.1	WP_043383865.1	WP_109949629.1,WP_109950211.1	WP_109961206.1	2553.7522599999998
1584	5	5	WP_109891873.1	WP_244749110.1	WP_075380113.1	WP_109952062.1	WP_245442827.1	2549.2902785714286
227	5	5	WP_109887164.1	WP_207178364.1	WP_075381372.1	WP_109949513.1	WP_109960532.1	2548.7723333333333
619	5	5	WP_109888869.1	WP_048427182.1	WP_170861821.1	WP_109954108.1	WP_109960945.1	2547.0208250000005
952	5	5	WP_109889993.1	WP_048431373.1	WP_012321897.1	WP_109950157.1	WP_109958841.1	2546.0986625
1329	5	5	WP_109891312.1	WP_207182344.1	WP_053610939.1	WP_109951214.1	WP_109958019.1	2546.075625
2522	5	5	WP_109896718.1	WP_207183049.1	WP_075380430.1	WP_109953283.1	WP_167450852.1	2538.595384210526
1518	5	5	WP_109891707.1	WP_048430037.1	WP_043357127.1	WP_109949837.1	WP_109959052.1	2537.0289000000002
849	5	5	WP_109889676.1	WP_048425697.1	WP_043347469.1	WP_109950417.1	WP_109960904.1	2536.9872
2271	5	5	WP_109895593.1	WP_207181902.1	WP_043385649.1	WP_109953290.1	WP_109960480.1	2535.257966666667
2817	5	5	WP_236960815.1	WP_207182118.1	WP_075380804.1	WP_109950109.1	WP_109960690.1	2534.1468941176468
823	5	5	WP_109889602.1	WP_244749038.1	WP_043346260.1	WP_109950080.1	WP_245443041.1	2533.328666666667
820	5	5	WP_109889593.1	WP_207182069.1	WP_043353865.1	WP_109950122.1	WP_109960729.1	2532.000084615385
1233	5	5	WP_109890927.1	WP_048427856.1	WP_043351327.1	WP_109951420.1	WP_109960223.1	2523.715314285714
762	5	5	WP_109889441.1	WP_207179661.1	WP_043357842.1	WP_109949981.1	WP_109958574.1	2518.761904761905
37	5	5	WP_109886707.1	WP_207183455.1	WP_043348479.1	WP_109953779.1	WP_208642320.1	2518.008105882353
2966	5	5	WP_109888989.1	WP_048428631.1	WP_043351171.1	WP_109950617.1	WP_208642293.1	2514.79236
254	5	5	WP_109887301.1	WP_048427029.1	WP_043353023.1	WP_109950128.1	WP_109961218.1	2510.597366666667
1667	5	9	WP_109892198.1,WP_109893809.1,WP_109896436.1	WP_207182053.1	WP_075379985.1,WP_075381663.1	WP_109949616.1,WP_109951452.1	WP_109960744.1	2509.491386956522
2862	5	5	WP_236961001.1	WP_244749030.1	WP_075380366.1	WP_109953299.1	WP_109959310.1	2504.663054545455
1559	5	5	WP_109891813.1	WP_058618335.1	WP_043350546.1	WP_109951778.1	WP_109958601.1	2503.9753
301	5	5	WP_109887445.1	WP_048428812.1	WP_043346723.1	WP_066928120.1	WP_109959695.1	2502.6856249999996
1241	5	5	WP_109890943.1	WP_207181749.1	WP_043386933.1	WP_109950941.1	WP_109960215.1	2493.541546666667
1735	5	5	WP_109892378.1	WP_207179123.1	WP_075379601.1	WP_109952537.1	WP_109959080.1	2486.0807533333336
373	5	5	WP_109887570.1	WP_244748787.1	WP_075380892.1	WP_109953599.1	WP_245442915.1	2482.5042772727274
1303	5	5	WP_109891250.1	WP_048429122.1	WP_075380511.1	WP_109950405.1	WP_109959646.1	2478.25153125
540	5	5	WP_109888456.1	WP_058618020.1	WP_043352078.1	WP_109950439.1	WP_109961452.1	2477.2114153846155
1391	5	5	WP_109891454.1	WP_207180626.1	WP_075379610.1	WP_109951164.1	WP_109961151.1	2476.538053333333
2190	5	5	WP_109895322.1	WP_207180187.1	WP_043760248.1	WP_109952158.1	WP_109959829.1	2475.2361529411764
1606	5	5	WP_109891929.1	WP_207179168.1	WP_043350573.1	WP_109953689.1	WP_109960230.1	2473.255207692308
918	5	5	WP_109889860.1	WP_207178952.1	WP_043380672.1	WP_109950762.1	WP_109958420.1	2472.349508
2059	5	5	WP_109894764.1	WP_058617296.1	WP_075381815.1	WP_109954237.1	WP_167450861.1	2471.3136
67	5	5	WP_109886787.1	WP_048429985.1	WP_043355307.1	WP_109951820.1	WP_109959220.1	2469.67092
2780	5	5	WP_236960595.1	WP_048426149.1	WP_043386443.1	WP_109953579.1	WP_109960120.1	2468.6733846153847
1464	5	5	WP_109891586.1	WP_048426681.1	WP_043354911.1	WP_109951950.1	WP_109960298.1	2466.83329
1586	5	5	WP_109891877.1	WP_207181780.1	WP_083683468.1	WP_109951851.1	WP_208642307.1	2463.006430769231
1485	5	5	WP_109891629.1	WP_207183324.1	WP_075380520.1	WP_109952079.1	WP_109960386.1	2462.2889565217392
1200	5	5	WP_109890839.1	WP_207178917.1	WP_043351924.1	WP_109951029.1	WP_109958277.1	2461.9485555555557
1245	5	5	WP_109890951.1	WP_089504231.1	WP_043386928.1	WP_109953922.1	WP_245442503.1	2460.2193166666666
418	5	5	WP_109887781.1	WP_048425781.1	WP_043345940.1	WP_109949898.1	WP_109960405.1	2457.2341449999994
2030	5	9	WP_109893164.1,WP_109894467.1,WP_109894828.1	WP_058620311.1	WP_051044695.1,WP_075382055.1	WP_109952626.1	WP_109958083.1,WP_245442879.1	2450.359125925926
1737	5	5	WP_109892382.1	WP_207178827.1	WP_083683324.1	WP_109951779.1	WP_109959081.1	2448.70635
2650	5	5	WP_194075209.1	WP_058618412.1	WP_043349584.1	WP_245930685.1	WP_109957581.1	2447.9955
1178	5	5	WP_109890781.1	WP_048430214.1	WP_043353104.1	WP_109950672.1	WP_208642220.1	2447.194523076923
118	5	5	WP_109886892.1	WP_048429208.1	WP_075379629.1	WP_109953199.1	WP_109960821.1	2446.23654
2026	5	5	WP_109894453.1	WP_207178572.1	WP_075380306.1	WP_109952428.1	WP_109961256.1	2444.7302173913044
860	5	5	WP_109889705.1	WP_048430744.1	WP_075380952.1	WP_109950029.1	WP_109959356.1	2444.4736363636366
1291	5	5	WP_109891222.1	WP_207183059.1	WP_043351208.1	WP_109950719.1	WP_109961816.1	2442.52465625
2491	5	5	WP_109896574.1	WP_048430169.1	WP_085987644.1	WP_245930627.1	WP_109962116.1	2440.5133615384616
2700	5	5	WP_236960169.1	WP_244748648.1	WP_043354672.1	WP_204165184.1	WP_208642258.1	2434.8162214285708
379	5	5	WP_109887576.1	WP_048430221.1	WP_043760317.1	WP_109950678.1	WP_109959191.1	2434.091071428572
2088	5	5	WP_109895067.1	WP_207177728.1	WP_043345618.1	WP_109953346.1	WP_109960157.1	2430.7773375
2117	5	5	WP_109895129.1	WP_244748551.1	WP_043381887.1	WP_109954329.1	WP_109958249.1	2429.0822714285714
2446	5	5	WP_109896386.1	WP_207183110.1	WP_075380174.1	WP_109952915.1	WP_109961699.1	2428.4802874999996
590	5	6	WP_109888626.1	WP_058618138.1,WP_207182733.1	WP_043348413.1	WP_109953597.1	WP_109959982.1	2423.662596153846
634	5	5	WP_109888922.1	WP_207178932.1	WP_091955111.1	WP_245930817.1	WP_109958431.1	2422.3887777777777
715	5	5	WP_109889297.1	WP_207181597.1	WP_075380738.1	WP_109950466.1	WP_109960972.1	2422.1619214285715
282	5	5	WP_109887352.1	WP_048430129.1	WP_043760232.1	WP_109951045.1	WP_109960775.1	2417.4547076923077
317	5	5	WP_109887467.1	WP_048427176.1	WP_043350062.1	WP_109949742.1	WP_109958148.1	2414.1235499999993
2308	5	5	WP_109895693.1	WP_207179291.1	WP_043380296.1	WP_109953094.1	WP_109961509.1	2412.9939941176467
1514	5	5	WP_109891699.1	WP_207177850.1	WP_043387550.1	WP_109949832.1	WP_109958228.1	2409.970533333333
667	5	5	WP_109889005.1	WP_244496337.1	WP_083683479.1	WP_245930833.1	WP_245442902.1	2409.2696117647056
1567	5	5	WP_109891833.1	WP_207178859.1	WP_236952781.1	WP_245930626.1	WP_245442775.1	2408.350763157895
197	5	5	WP_109887091.1	WP_048431169.1	WP_043346385.1	WP_109950775.1	WP_048450649.1	2407.178976470588
2290	5	5	WP_109895645.1	WP_048426550.1	WP_043757960.1	WP_109951431.1	WP_109961412.1	2403.175927272727
1784	5	5	WP_109892747.1	WP_207183464.1	WP_075380614.1	WP_245931124.1	WP_245442458.1	2399.071623809524
469	5	8	WP_109888075.1,WP_194075103.1	WP_207182158.1,WP_207183567.1	WP_091955313.1	WP_245931040.1	WP_109957299.1,WP_109960661.1	2391.470347058824
1199	5	5	WP_109890837.1	WP_207178053.1	WP_075379674.1	WP_109950623.1	WP_109958828.1	2386.9242636363633
1529	5	5	WP_109891737.1	WP_048430969.1	WP_043351491.1	WP_109952524.1	WP_109957964.1	2386.7753913043475
663	5	5	WP_109888991.1	WP_207181715.1	WP_075380802.1	WP_109950619.1	WP_109958413.1	2385.1855655172417
1622	5	5	WP_109891967.1	WP_207183274.1	WP_075380088.1	WP_109951619.1	WP_109959653.1	2384.7505411764705
2141	5	5	WP_109895184.1	WP_207182460.1	WP_083683431.1	WP_109954203.1	WP_109960496.1	2384.6644571428574
1172	5	5	WP_109890769.1	WP_048426141.1	WP_043386869.1	WP_109951396.1	WP_109960488.1	2383.888727272727
2785	5	5	WP_236960626.1	WP_207179795.1	WP_043388145.1	WP_109949691.1	WP_109958484.1	2382.108757142858
1961	5	5	WP_109894159.1	WP_048431020.1	WP_043757429.1	WP_109951539.1	WP_109961707.1	2379.5776583333336
490	5	5	WP_109888213.1	WP_207182271.1	WP_075380828.1	WP_109949609.1	WP_109959009.1	2379.2200904761903
888	5	6	WP_109889766.1,WP_109893234.1	WP_048461321.1	WP_043346916.1	WP_109951405.1	WP_109957644.1	2378.9734153846157
1210	5	5	WP_109890863.1	WP_207182285.1	WP_043351897.1	WP_109950840.1	WP_109959026.1	2377.9968428571433
838	5	6	WP_109889645.1	WP_207177867.1	WP_043380372.1	WP_109952344.1,WP_245930658.1	WP_109958190.1	2377.7089857142855
344	5	6	WP_109887499.1	WP_058619126.1	WP_043354062.1,WP_043355254.1	WP_109950658.1	WP_109958560.1	2373.02959375
143	5	5	WP_109886957.1	WP_207177906.1	WP_043354630.1	WP_109951550.1	WP_208642295.1	2368.5873833333335
1733	5	5	WP_109892374.1	WP_207179121.1	WP_043383730.1	WP_109952535.1	WP_109959078.1	2367.8467
648	5	5	WP_109888954.1	WP_058617011.1	WP_043758980.1	WP_109950659.1	WP_109959352.1	2366.5179066666665
2863	5	5	WP_236961002.1	WP_207181775.1	WP_075380365.1	WP_204165347.1	WP_109959308.1	2366.4432526315786
2361	5	5	WP_109895826.1	WP_207181056.1	WP_043350466.1	WP_109952193.1	WP_109960796.1	2366.1138238095236
1947	5	5	WP_109894087.1	WP_048428464.1	WP_043356265.1	WP_109951527.1	WP_109961547.1	2365.8683866666665
1657	5	5	WP_109892164.1	WP_207180460.1	WP_043353729.1	WP_109951929.1	WP_109960338.1	2363.5635666666667
2830	5	5	WP_236960892.1	WP_207183563.1	WP_236952985.1	WP_245930903.1	WP_245442973.1	2363.067584210526
1103	5	5	WP_109890533.1	WP_048425931.1	WP_075380173.1	WP_109951869.1	WP_109959257.1	2360.4642473684207
2266	5	5	WP_109895582.1	WP_012330343.1	WP_043351245.1	WP_066927377.1	WP_012330343.1	2359.95130952381
1528	5	5	WP_109891735.1	WP_048430970.1	WP_043351493.1	WP_109952523.1	WP_109957963.1	2357.890792592593
953	5	5	WP_109889995.1	WP_048431372.1	WP_043354854.1	WP_109950158.1	WP_109958842.1	2352.4683000000005
1611	5	5	WP_109891939.1	WP_207183037.1	WP_043386381.1	WP_109953686.1	WP_109961840.1	2352.2661375
1854	5	6	WP_109893404.1	WP_207182096.1	WP_053609134.1,WP_075380121.1	WP_109951383.1	WP_208642225.1	2348.8816736842105
128	5	5	WP_109886927.1	WP_207181648.1	WP_043354267.1	WP_109952455.1	WP_109958125.1	2347.8508956521737
767	5	5	WP_109889472.1	WP_048461554.1	WP_075380750.1	WP_109949950.1	WP_109957498.1	2347.6308210526317
2893	5	5	WP_236961126.1	WP_244749044.1	WP_075380091.1	WP_204165340.1	WP_245442977.1	2346.1391454545455
712	5	5	WP_109889291.1	WP_048425544.1	WP_075380740.1	WP_109950464.1	WP_109958649.1	2339.419472727273
287	5	7	WP_109887359.1,WP_109894854.1	WP_207182473.1	WP_043379559.1	WP_109952492.1,WP_109952753.1	WP_109957672.1	2336.0580250000003
2172	5	5	WP_109895266.1	WP_207179068.1	WP_043755565.1	WP_109952011.1	WP_109961424.1	2330.70504
2828	5	6	WP_236960880.1	WP_207178130.1	WP_107352881.1	WP_109950978.1,WP_245930684.1	WP_109957785.1	2329.9033363636368
746	5	5	WP_109889404.1	WP_207180958.1	WP_075381078.1	WP_109951019.1	WP_109961276.1	2323.837386666667
2246	5	5	WP_109895540.1	WP_048425832.1	WP_043355037.1	WP_109952581.1	WP_109960467.1	2317.2584666666667
2683	5	5	WP_236960131.1	WP_207182340.1	WP_075381415.1	WP_109953485.1	WP_245442825.1	2314.857478260869
1051	5	5	WP_109890318.1	WP_207181576.1	WP_043382908.1	WP_109950042.1	WP_208642234.1	2313.5806541666666
1926	5	5	WP_109893909.1	WP_244748695.1	WP_043385906.1	WP_109952197.1	WP_109962330.1	2312.323857142857
2134	5	5	WP_109895168.1	WP_207179708.1	WP_236952723.1	WP_109951861.1	WP_109958449.1	2312.1625785714286
29	5	5	WP_109886688.1	WP_207181788.1	WP_075381485.1	WP_109951458.1	WP_109959295.1	2309.270392
954	5	5	WP_109890006.1	WP_207180165.1	WP_075381249.1	WP_109950167.1	WP_109961466.1	2307.9865733333336
64	5	5	WP_109886777.1	WP_207181758.1	WP_043382610.1	WP_109953825.1	WP_109959323.1	2307.8088714285714
71	5	5	WP_109886794.1	WP_048429980.1	WP_043356782.1	WP_109951813.1	WP_109959214.1	2306.5760583333335
2153	5	5	WP_109895220.1	WP_048435413.1	WP_078946951.1	WP_109954145.1	WP_109961519.1	2305.0856000000003
1832	5	5	WP_109893282.1	WP_244749011.1	WP_075380835.1	WP_109952448.1	WP_109961349.1	2303.73963125
2251	5	5	WP_109895550.1	WP_048425827.1	WP_012319176.1	WP_109952585.1	WP_048431921.1	2302.771792307692
167	5	7	WP_109887018.1	WP_048461367.1	WP_043758154.1	WP_109949496.1,WP_109953500.1	WP_109961964.1,WP_109962122.1	2301.0492000000004
2286	5	5	WP_109895637.1	WP_207179048.1	WP_043357739.1	WP_109951435.1	WP_109961410.1	2298.744618181818
1744	5	5	WP_109892400.1	WP_048426576.1	WP_043348205.1	WP_109951786.1	WP_109959067.1	2298.5136294117647
1935	5	5	WP_109893983.1	WP_207182684.1	WP_043349489.1	WP_109950149.1	WP_109957422.1	2297.6973705882356
720	5	5	WP_109889306.1	WP_207181193.1	WP_075379840.1	WP_109954109.1	WP_109958758.1	2294.714785714286
30	5	5	WP_109886690.1	WP_048427829.1	WP_043353813.1	WP_109951457.1	WP_109959294.1	2294.221023076923
279	5	7	WP_109887344.1	WP_207183230.1	WP_075380010.1	WP_109950288.1,WP_109951275.1,WP_109951725.1	WP_109961857.1	2276.7094
2275	5	5	WP_109895601.1	WP_048430286.1	WP_043348287.1	WP_109953293.1	WP_048450718.1	2275.8029833333335
1201	5	5	WP_109890841.1	WP_207178915.1	WP_043351926.1	WP_109954080.1	WP_109958276.1	2274.6559866666666
2111	5	5	WP_109895113.1	WP_207183176.1	WP_043350167.1	WP_109952354.1	WP_109961591.1	2269.215907692308
813	5	5	WP_109889575.1	WP_207182084.1	WP_170861886.1	WP_109950104.1	WP_109960719.1	2268.453417857143
956	5	5	WP_109890021.1	WP_048461451.1	WP_078947095.1	WP_109950347.1	WP_109958845.1	2267.1024166666666
1169	5	5	WP_109890759.1	WP_207183249.1	WP_043351853.1	WP_109954199.1	WP_109961878.1	2264.8360285714284
545	5	5	WP_109888474.1	WP_207181091.1	WP_043353724.1	WP_109950015.1	WP_109960854.1	2262.5897785714287
2306	5	5	WP_109895689.1	WP_058619527.1	WP_043380301.1	WP_245930665.1	WP_109961512.1	2262.325464705882
713	5	5	WP_109889293.1	WP_207181593.1	WP_043356955.1	WP_109950465.1	WP_109960969.1	2260.9454000000005
2323	5	5	WP_109895732.1	WP_048427080.1	WP_043352586.1	WP_109952446.1	WP_109958096.1	2258.484473333333
737	5	5	WP_109889358.1	WP_048431472.1	WP_043380811.1	WP_109952654.1	WP_109958260.1	2258.335730769231
44	5	5	WP_109886728.1	WP_207178903.1	WP_043379728.1	WP_109953796.1	WP_109957370.1	2254.8552727272727
609	5	7	WP_109888769.1,WP_109893398.1	WP_207182297.1,WP_207182662.1	WP_075379657.1	WP_109953068.1	WP_109958704.1	2253.924217647059
1110	5	5	WP_109890551.1	WP_244748543.1	WP_236952803.1	WP_245930871.1	WP_109959278.1	2253.91803125
1026	5	5	WP_109890259.1	WP_048427067.1	WP_075379768.1	WP_109950361.1	WP_109960576.1	2253.244863157895
1621	5	5	WP_109891965.1	WP_048426059.1	WP_043351049.1	WP_109953576.1	WP_109961487.1	2251.9400454545457
1314	5	5	WP_109891274.1	WP_207179420.1	WP_083683434.1	WP_109953396.1	WP_109959736.1	2251.7791529411766
1533	5	5	WP_109891745.1	WP_207180756.1	WP_043384892.1	WP_109952528.1	WP_109957967.1	2249.998293333333
1360	5	5	WP_109891384.1	WP_048429427.1	WP_091955464.1	WP_162559637.1	WP_245442835.1	2249.9588666666664
420	5	5	WP_109887784.1	WP_207181374.1	WP_053610675.1	WP_109949896.1	WP_109960406.1	2248.5138392857143
2006	5	5	WP_109894399.1	WP_048428052.1	WP_043352599.1	WP_109950845.1	WP_109959990.1	2246.3274210526315
2668	5	5	WP_210206763.1	WP_207181725.1	WP_043352329.1	WP_109951946.1	WP_109959371.1	2245.354576470588
1409	5	5	WP_109891492.1	WP_048431258.1	WP_043383289.1	WP_109951184.1	WP_109961181.1	2238.6610727272728
2842	5	5	WP_236960952.1	WP_207178406.1	WP_075380345.1	WP_109953705.1	WP_109961983.1	2238.125771428571
2354	5	5	WP_109895812.1	WP_089504288.1	WP_043385699.1	WP_245930695.1	WP_109958475.1	2237.02998
719	5	5	WP_109889304.1	WP_207181194.1	WP_043347771.1	WP_109951263.1	WP_109958757.1	2236.2013857142856
1473	5	5	WP_109891599.1	WP_207182400.1	WP_043378621.1	WP_109951963.1	WP_208642254.1	2235.73674375
318	5	5	WP_109887468.1	WP_048427177.1	WP_043350081.1	WP_109949743.1	WP_109958147.1	2232.0845866666664
4370	5	6	WP_236960369.1,WP_236960859.1	WP_207183695.1	WP_051044734.1	WP_109954246.1	WP_109959006.1	2226.8453947368416
219	5	5	WP_109887142.1	WP_207181094.1	WP_043355850.1	WP_245930907.1	WP_245443043.1	2226.109470588235
1046	5	5	WP_109890308.1	WP_207180680.1	WP_043760361.1	WP_109951062.1	WP_109958553.1	2224.1540500000006
2016	5	5	WP_109894427.1	WP_048425900.1	WP_043379680.1	WP_109952384.1	WP_109961769.1	2223.2516
265	5	5	WP_109887324.1	WP_207182375.1	WP_075380294.1	WP_109951356.1	WP_208642255.1	2219.8244823529412
511	5	5	WP_109888385.1	WP_058619953.1	WP_043348611.1	WP_109951146.1	WP_109959265.1	2216.9796714285717
704	5	5	WP_109889263.1	WP_207183526.1	WP_075381085.1	WP_109949823.1	WP_109958638.1	2211.4444
302	5	5	WP_109887446.1	WP_244748620.1	WP_043385144.1	WP_109950486.1	WP_109961057.1	2209.7077090909092
319	5	5	WP_109887469.1	WP_089504105.1	WP_043350065.1	WP_109949744.1	WP_109958146.1	2207.6539533333334
175	5	6	WP_109887033.1,WP_109894307.1	WP_207178745.1	WP_043348306.1	WP_109951235.1	WP_109959568.1	2198.21512631579
2564	5	5	WP_109897000.1	WP_091752790.1	WP_043355564.1	WP_109952129.1	WP_109959176.1	2198.1548999999995
1070	5	5	WP_109890459.1	WP_207181668.1	WP_075380132.1	WP_109951365.1	WP_109961033.1	2196.864875
273	5	6	WP_109887331.1	WP_207179533.1	WP_075380157.1	WP_091971998.1,WP_109951482.1	WP_109960274.1	2195.961308333333
202	5	5	WP_109887104.1	WP_207178208.1	WP_053610721.1	WP_109951516.1	WP_109957848.1	2194.2146000000002
451	5	5	WP_109887878.1	WP_048430778.1	WP_075380705.1	WP_109950584.1	WP_109959397.1	2187.088166666667
1797	5	6	WP_109892779.1	WP_207183063.1	WP_075380421.1	WP_109950247.1,WP_109951617.1	WP_109961811.1	2186.9838875
1250	5	5	WP_109890962.1	WP_058618692.1	WP_053610567.1	WP_109949667.1	WP_109960204.1	2183.9679733333332
2411	5	5	WP_109896181.1	WP_207179024.1	WP_075382045.1	WP_109949769.1	WP_109959355.1	2179.2150318181816
269	5	5	WP_109887328.1	WP_207181701.1	WP_043355856.1	WP_109954125.1	WP_109958404.1	2176.1597818181817
2247	5	5	WP_109895542.1	WP_048425831.1	WP_043355035.1	WP_109952582.1	WP_109960468.1	2170.4423625
788	5	5	WP_109889520.1	WP_048426224.1	WP_043383046.1	WP_109950598.1	WP_109961020.1	2169.5319200000004
137	5	5	WP_109886944.1	WP_244748865.1	WP_075380128.1	WP_109952466.1	WP_109958113.1	2158.9760300000003
1297	5	5	WP_109891236.1	WP_048427695.1	WP_012319002.1	WP_109950398.1	WP_109960929.1	2158.8723499999996
2135	5	5	WP_109895172.1	WP_207179711.1	WP_043387797.1	WP_109951860.1	WP_109958450.1	2158.260442857143
2456	5	5	WP_109896438.1	WP_207183219.1	WP_053610940.1	WP_109953834.1	WP_109961846.1	2154.5273727272724
1790	5	5	WP_109892761.1	WP_207179568.1	WP_043349334.1	WP_109952659.1	WP_109960021.1	2152.743466666667
2763	5	5	WP_236960524.1	WP_207177794.1	WP_075380156.1	WP_109951492.1	WP_109960144.1	2149.2594384615386
1004	5	5	WP_109890213.1	WP_048428290.1	WP_043384256.1	WP_109953020.1	WP_109957478.1	2148.1700949999995
1071	5	5	WP_109890461.1	WP_207181670.1	WP_043379674.1	WP_109949615.1	WP_109961034.1	2145.2504478260867
1751	5	5	WP_109892414.1	WP_244748560.1	WP_078947280.1	WP_109951792.1	WP_109962142.1	2139.8843454545454
1309	5	5	WP_109891262.1	WP_207180918.1	WP_043348836.1	WP_109950137.1	WP_109958061.1	2138.831776923077
1114	5	5	WP_109890569.1	WP_048425734.1	WP_043345276.1	WP_109953058.1	WP_109959289.1	2137.7825857142857
1456	5	5	WP_109891577.1	WP_048426702.1	WP_043352424.1	WP_109951763.1	WP_109961296.1	2128.3981111111107
1974	5	5	WP_109894191.1	WP_207183183.1	WP_043388443.1	WP_109952406.1	WP_109961563.1	2126.94056
1837	5	5	WP_109893327.1	WP_207181945.1	WP_075381554.1	WP_109952317.1	WP_109958980.1	2125.5276333333336
983	5	5	WP_109890102.1	WP_207177950.1	WP_043379300.1	WP_109951025.1	WP_109959131.1	2124.9015133333332
1017	5	5	WP_109890240.1	WP_089504276.1	WP_043345535.1	WP_109952965.1	WP_245442627.1	2123.28982
2822	5	5	WP_236960853.1	WP_058616995.1	WP_043380025.1	WP_109953323.1	WP_109961416.1	2113.5772374999997
1577	5	5	WP_109891857.1	WP_058617025.1	WP_043357420.1	WP_109952044.1	WP_109959696.1	2112.9908933333336
2284	5	5	WP_109895627.1	WP_207178123.1	WP_043382382.1	WP_109953310.1	WP_245442981.1	2108.9729846153846
2871	5	5	WP_236961039.1	WP_048425648.1	WP_236952749.1	WP_109954298.1	WP_245442957.1	2101.248736842105
1987	5	5	WP_109894267.1	WP_207178522.1	WP_075379757.1	WP_109950472.1	WP_109961967.1	2095.14568125
166	5	5	WP_109887012.1	WP_048427016.1	WP_075380458.1	WP_109949485.1	WP_109961203.1	2088.275451851852
1021	5	5	WP_109890246.1	WP_048430093.1	WP_043345526.1	WP_109952955.1	WP_109961030.1	2086.8436000000006
812	5	5	WP_109889573.1	WP_058616910.1	WP_075381016.1	WP_109950103.1	WP_109960720.1	2080.382077777778
1257	5	5	WP_109890980.1	WP_048430703.1	WP_043346135.1	WP_109950654.1	WP_109959427.1	2075.64748
1242	5	5	WP_109890945.1	WP_058618689.1	WP_043352391.1	WP_109950942.1	WP_109960214.1	2071.2844812499998
1921	5	5	WP_109893867.1	WP_048427012.1	WP_075380461.1	WP_109952617.1	WP_109961537.1	2068.892126666667
121	5	5	WP_109886904.1	WP_058619595.1	WP_043380306.1	WP_109951560.1	WP_109960811.1	2067.8567285714294
2826	5	5	WP_236960877.1	WP_207177747.1	WP_043378579.1	WP_245930675.1	WP_245442920.1	2066.923405263158
2211	5	5	WP_109895470.1	WP_048430568.1	WP_043350198.1	WP_109952519.1	WP_109959326.1	2066.7714499999997
1609	5	5	WP_109891935.1	WP_058618370.1	WP_043350578.1	WP_109953692.1	WP_109960233.1	2065.410953846154
2015	5	5	WP_109894425.1	WP_207183087.1	WP_075380062.1	WP_109952385.1	WP_109961768.1	2064.22155882353
2123	5	5	WP_109895142.1	WP_207182203.1	WP_043355351.1	WP_109951914.1	WP_109958746.1	2060.6649533333334
727	5	5	WP_109889321.1	WP_048430210.1	WP_010686187.1	WP_066927633.1	WP_109960440.1	2060.6328875000004
2773	5	5	WP_236960565.1	WP_244276527.1	WP_075380023.1	WP_109949692.1	WP_109958551.1	2059.1928374999998
2255	5	5	WP_109895558.1	WP_048425823.1	WP_010686182.1	WP_010686182.1	WP_048431919.1	2058.756459090909
105	5	5	WP_109886866.1	WP_207182714.1	WP_075380788.1	WP_109951922.1	WP_109960073.1	2056.395833333333
311	5	5	WP_109887456.1	WP_048427874.1	WP_043347456.1	WP_109950746.1	WP_109962194.1	2055.083681818182
42	5	6	WP_109886719.1	WP_207181494.1	WP_075381567.1,WP_085987674.1	WP_109953790.1	WP_109958634.1	2051.9526153846155
2848	5	5	WP_236960966.1	WP_048428289.1	WP_075380278.1	WP_245931061.1	WP_245442969.1	2049.432647368421
707	5	5	WP_109889275.1	WP_244748783.1	WP_043346443.1	WP_109950529.1	WP_109957458.1	2049.155136842105
656	5	5	WP_109888973.1	WP_048427277.1	WP_043358073.1	WP_109950556.1	WP_109957493.1	2048.10105
178	5	5	WP_109887038.1	WP_058618914.1	WP_075380842.1	WP_109951230.1	WP_109959565.1	2047.9967333333334
965	5	5	WP_109890049.1	WP_207179697.1	WP_043353295.1	WP_109950636.1	WP_109958437.1	2047.3442529411764
329	5	5	WP_109887482.1	WP_048428923.1	WP_075381336.1	WP_109953709.1	WP_109958235.1	2046.7778437499999
2520	5	5	WP_109896710.1	WP_244748972.1	WP_075381387.1	WP_109953145.1	WP_167450847.1	2043.2764588235295
1972	5	5	WP_109894187.1	WP_207183181.1	WP_075380019.1	WP_109952404.1	WP_109961561.1	2043.1167666666668
1993	5	6	WP_109894359.1	WP_207183312.1	WP_075381117.1,WP_075381219.1	WP_109953424.1	WP_109961339.1	2042.9740526315788
2712	5	5	WP_236960199.1	WP_207179106.1	WP_075380359.1	WP_109951784.1	WP_245442900.1	2042.778311764706
